Year,Month,Reason Category,State,Count
2012,9,Listeria,Massachusetts,1
2012,9,Listeria,Michigan,1
2012,9,Listeria,Minnesota,1
2012,9,Listeria,Mississippi,1
2012,9,Listeria,Missouri,1
2012,9,Listeria,Nebraska,1
2012,9,Listeria,New Hampshire,1
2012,9,Listeria,New Jersey,1
2012,9,Listeria,New York,1
2012,9,Listeria,North Carolina,2
2012,9,Listeria,North Dakota,1
2012,9,Listeria,Ohio,1
2012,9,Listeria,Oklahoma,1
2012,9,Listeria,Pennsylvania,1
2012,9,Listeria,Rhode Island,1
2012,9,Listeria,South Dakota,1
2012,9,Listeria,Tennessee,2
2012,9,Listeria,Vermont,1
2012,9,Listeria,Virginia,2
2012,9,Listeria,West Virginia,1
2012,9,Listeria,Wisconsin,1
2012,9,Listeria,Oregon,1
2012,9,Listeria,South Carolina,1
2012,9,Others,California,3
2012,9,Others,Indiana,5
2012,9,Others,Missouri,2
2012,9,Others,Oklahoma,3
2012,9,Others,Texas,5
2012,9,Others,Utah,1
2012,9,Others,Wyoming,1
2012,9,Others,Florida,6
2012,9,Others,Pennsylvania,1
2012,9,Others,Arizona,2
2012,9,Others,Colorado,1
2012,9,Others,Georgia,2
2012,9,Others,Nebraska,1
2012,9,Others,New Mexico,1
2012,9,Others,North Carolina,2
2012,9,Others,Ohio,2
2012,9,Others,Oregon,1
2012,9,Others,Tennessee,1
2012,9,Others,Virginia,2
2012,9,Others,Washington,1
2012,9,Others,Alabama,2
2012,9,Others,Illinois,2
2012,9,Others,Kentucky,1
2012,9,Others,Minnesota,1
2012,9,Others,Mississippi,1
2012,9,Others,New York,2
2012,9,Others,Rhode Island,1
2012,9,Others,South Carolina,1
2012,9,Others,Wisconsin,1
2012,9,Others,Massachusetts,1
2012,9,Others,Louisiana,1
2012,9,Others,New Jersey,1
2012,9,Salmonella,Illinois,1
2012,9,Salmonella,Indiana,1
2012,9,Salmonella,Iowa,1
2012,9,Salmonella,Kentucky,1
2012,9,Salmonella,Missouri,1
2012,9,Salmonella,Ohio,1
2012,9,Salmonella,Tennessee,1
2012,9,Salmonella,Wisconsin,1
2012,9,Salmonella,Connecticut,1
2012,9,Salmonella,Delaware,1
2012,9,Salmonella,Florida,1
2012,9,Salmonella,Maine,1
2012,9,Salmonella,Maryland,1
2012,9,Salmonella,Massachusetts,1
2012,9,Salmonella,New Hampshire,1
2012,9,Salmonella,New Jersey,1
2012,9,Salmonella,New York,1
2012,9,Salmonella,Pennsylvania,1
2012,9,Salmonella,Rhode Island,1
2012,9,Salmonella,Virginia,1
2012,9,Salmonella,Washington,1
2012,9,Undeclared,Pennsylvania,4
2012,9,Undeclared,Oregon,3
2012,9,Undeclared,Washington,1
2012,9,Undeclared,Delaware,1
2012,9,Undeclared,Indiana,3
2012,9,Undeclared,Maryland,1
2012,9,Undeclared,New Jersey,3
2012,9,Undeclared,Arizona,1
2012,9,Undeclared,New York,3
2012,9,Undeclared,Florida,1
2012,9,Undeclared,Ohio,1
2012,10,Listeria,Indiana,1
2012,10,Listeria,Oregon,1
2012,10,Listeria,Washington,1
2012,10,Listeria,Connecticut,1
2012,10,Listeria,Georgia,1
2012,10,Listeria,Illinois,1
2012,10,Listeria,Maryland,1
2012,10,Listeria,Massachusetts,1
2012,10,Listeria,New Jersey,1
2012,10,Listeria,New York,1
2012,10,Listeria,Pennsylvania,1
2012,10,Listeria,Texas,1
2012,10,Listeria,Virginia,1
2012,10,Listeria,North Carolina,1
2012,10,Listeria,South Carolina,1
2012,10,Others,Indiana,3
2012,10,Others,Michigan,1
2012,10,Others,Ohio,1
2012,10,Others,West Virginia,1
2012,10,Others,California,4
2012,10,Others,Washington,2
2012,10,Others,Arizona,2
2012,10,Others,Florida,1
2012,10,Others,New Jersey,1
2012,10,Others,Utah,1
2012,10,Others,North Carolina,1
2012,10,Salmonella,Alabama,3
2012,10,Salmonella,Arizona,5
2012,10,Salmonella,California,8
2012,10,Salmonella,Indiana,7
2012,10,Salmonella,Louisiana,1
2012,10,Salmonella,Nevada,4
2012,10,Salmonella,Oregon,5
2012,10,Salmonella,Texas,7
2012,10,Salmonella,Washington,5
2012,10,Salmonella,Idaho,3
2012,10,Salmonella,Montana,1
2012,10,Salmonella,North Dakota,2
2012,10,Salmonella,Utah,2
2012,10,Salmonella,Wyoming,1
2012,10,Salmonella,Alaska,1
2012,10,Salmonella,Colorado,4
2012,10,Salmonella,Connecticut,2
2012,10,Salmonella,Delaware,1
2012,10,Salmonella,Florida,3
2012,10,Salmonella,Georgia,6
2012,10,Salmonella,Illinois,6
2012,10,Salmonella,Iowa,3
2012,10,Salmonella,Massachusetts,2
2012,10,Salmonella,New Hampshire,2
2012,10,Salmonella,New York,4
2012,10,Salmonella,Pennsylvania,4
2012,10,Salmonella,Virginia,3
2012,10,Salmonella,New Mexico,1
2012,10,Salmonella,New Jersey,2
2012,10,Salmonella,Tennessee,3
2012,10,Salmonella,Minnesota,3
2012,10,Salmonella,Kansas,2
2012,10,Salmonella,Kentucky,1
2012,10,Salmonella,Maine,1
2012,10,Salmonella,Michigan,1
2012,10,Salmonella,Missouri,2
2012,10,Salmonella,Oklahoma,1
2012,10,Salmonella,Maryland,1
2012,10,Salmonella,North Carolina,1
2012,10,Salmonella,Ohio,1
2012,10,Salmonella,South Carolina,1
2012,10,Undeclared,Illinois,3
2012,10,Undeclared,Indiana,7
2012,10,Undeclared,Wisconsin,1
2012,10,Undeclared,Alabama,1
2012,10,Undeclared,California,2
2012,10,Undeclared,Delaware,1
2012,10,Undeclared,Iowa,1
2012,10,Undeclared,Maryland,2
2012,10,Undeclared,Michigan,3
2012,10,Undeclared,Minnesota,1
2012,10,Undeclared,New Jersey,2
2012,10,Undeclared,New York,1
2012,10,Undeclared,North Dakota,1
2012,10,Undeclared,Ohio,2
2012,10,Undeclared,Pennsylvania,2
2012,10,Undeclared,South Dakota,1
2012,10,Undeclared,Virginia,2
2012,10,Undeclared,West Virginia,1
2012,10,Undeclared,Kentucky,2
2012,10,Undeclared,Arizona,1
2012,10,Undeclared,Florida,2
2012,10,Undeclared,Hawaii,1
2012,10,Undeclared,Idaho,1
2012,10,Undeclared,Kansas,1
2012,10,Undeclared,Oregon,2
2012,10,Undeclared,Tennessee,2
2012,10,Undeclared,Texas,1
2012,10,Undeclared,Washington,2
2012,10,Undeclared,Georgia,2
2012,10,Undeclared,Missouri,1
2012,11,Others,California,1
2012,11,Others,New York,1
2012,11,Others,Indiana,2
2012,11,Others,Kentucky,1
2012,11,Others,Tennessee,2
2012,11,Others,Virginia,1
2012,11,Others,Florida,1
2012,11,Others,Hawaii,1
2012,11,Others,Alabama,1
2012,11,Others,Mississippi,1
2012,11,Salmonella,Arizona,2
2012,11,Salmonella,California,7
2012,11,Salmonella,Illinois,4
2012,11,Salmonella,Indiana,6
2012,11,Salmonella,Louisiana,1
2012,11,Salmonella,Minnesota,3
2012,11,Salmonella,Texas,1
2012,11,Salmonella,Maryland,1
2012,11,Salmonella,Virginia,1
2012,11,Salmonella,Washington,5
2012,11,Salmonella,Alaska,1
2012,11,Salmonella,Florida,1
2012,11,Salmonella,Massachusetts,1
2012,11,Salmonella,Colorado,1
2012,11,Salmonella,Idaho,1
2012,11,Salmonella,Montana,1
2012,11,Salmonella,Nevada,1
2012,11,Salmonella,North Dakota,1
2012,11,Salmonella,Oregon,1
2012,11,Salmonella,Utah,1
2012,11,Salmonella,Wyoming,1
2012,11,Salmonella,Connecticut,1
2012,11,Salmonella,New Jersey,1
2012,11,Salmonella,New York,3
2012,11,Salmonella,Pennsylvania,1
2012,11,Salmonella,New Hampshire,3
2012,11,Salmonella,Wisconsin,1
2012,11,Salmonella,Delaware,1
2012,11,Salmonella,Hawaii,1
2012,11,Salmonella,North Carolina,1
2012,11,Salmonella,Ohio,1
2012,11,Undeclared,Alaska,1
2012,11,Undeclared,Indiana,2
2012,11,Undeclared,Washington,1
2012,11,Undeclared,Maine,1
2012,11,Undeclared,Massachusetts,1
2012,11,Undeclared,New Hampshire,1
2012,11,Undeclared,New York,1
2012,11,Undeclared,Vermont,1
2012,12,E-Coli,Indiana,1
2012,12,E-Coli,Maryland,1
2012,12,E-Coli,Pennsylvania,1
2012,12,Listeria,Colorado,1
2012,12,Listeria,Florida,1
2012,12,Listeria,Georgia,1
2012,12,Listeria,Illinois,1
2012,12,Listeria,Indiana,1
2012,12,Listeria,Kentucky,1
2012,12,Listeria,Maine,1
2012,12,Listeria,Massachusetts,1
2012,12,Listeria,Michigan,1
2012,12,Listeria,Missouri,1
2012,12,Listeria,Nevada,1
2012,12,Listeria,New Hampshire,1
2012,12,Listeria,New Jersey,1
2012,12,Listeria,New York,1
2012,12,Listeria,North Carolina,1
2012,12,Listeria,Ohio,1
2012,12,Listeria,Oklahoma,1
2012,12,Listeria,Rhode Island,1
2012,12,Listeria,South Carolina,1
2012,12,Listeria,Tennessee,1
2012,12,Listeria,Vermont,1
2012,12,Listeria,Virginia,1
2012,12,Others,New York,2
2012,12,Others,Ohio,1
2012,12,Others,Pennsylvania,1
2012,12,Others,Illinois,1
2012,12,Others,Indiana,4
2012,12,Others,Kentucky,1
2012,12,Others,Massachusetts,1
2012,12,Others,Wisconsin,1
2012,12,Others,California,3
2012,12,Others,Colorado,2
2012,12,Others,Florida,1
2012,12,Others,Hawaii,1
2012,12,Others,Kansas,1
2012,12,Others,Nevada,1
2012,12,Others,New Jersey,3
2012,12,Others,Texas,2
2012,12,Others,Virginia,1
2012,12,Others,Michigan,1
2012,12,Others,Georgia,1
2012,12,Others,Minnesota,1
2012,12,Others,Washington,1
2012,12,Salmonella,Texas,2
2012,12,Salmonella,Alabama,1
2012,12,Salmonella,Alaska,1
2012,12,Salmonella,Arizona,1
2012,12,Salmonella,California,1
2012,12,Salmonella,Colorado,1
2012,12,Salmonella,Connecticut,1
2012,12,Salmonella,Georgia,1
2012,12,Salmonella,Hawaii,1
2012,12,Salmonella,Kansas,1
2012,12,Salmonella,Louisiana,1
2012,12,Salmonella,Maine,1
2012,12,Salmonella,Massachusetts,1
2012,12,Salmonella,Nevada,1
2012,12,Salmonella,New Jersey,1
2012,12,Salmonella,New Mexico,1
2012,12,Salmonella,New York,1
2012,12,Salmonella,North Carolina,1
2012,12,Salmonella,Oklahoma,1
2012,12,Salmonella,Oregon,1
2012,12,Salmonella,Rhode Island,1
2012,12,Salmonella,South Carolina,1
2012,12,Salmonella,Tennessee,1
2012,12,Salmonella,Utah,1
2012,12,Salmonella,Washington,1
2012,12,Undeclared,California,3
2012,12,Undeclared,Alabama,2
2012,12,Undeclared,Alaska,1
2012,12,Undeclared,Arizona,2
2012,12,Undeclared,Arkansas,1
2012,12,Undeclared,Colorado,1
2012,12,Undeclared,Connecticut,2
2012,12,Undeclared,Florida,2
2012,12,Undeclared,Georgia,2
2012,12,Undeclared,Illinois,2
2012,12,Undeclared,Indiana,2
2012,12,Undeclared,Iowa,1
2012,12,Undeclared,Kansas,1
2012,12,Undeclared,Kentucky,1
2012,12,Undeclared,Maryland,1
2012,12,Undeclared,Michigan,2
2012,12,Undeclared,Minnesota,2
2012,12,Undeclared,Mississippi,2
2012,12,Undeclared,Missouri,1
2012,12,Undeclared,Montana,1
2012,12,Undeclared,Nebraska,2
2012,12,Undeclared,Nevada,1
2012,12,Undeclared,New Hampshire,2
2012,12,Undeclared,New Jersey,1
2012,12,Undeclared,New York,2
2012,12,Undeclared,North Carolina,2
2012,12,Undeclared,North Dakota,1
2012,12,Undeclared,Ohio,2
2012,12,Undeclared,Oklahoma,2
2012,12,Undeclared,Oregon,2
2012,12,Undeclared,Pennsylvania,2
2012,12,Undeclared,South Carolina,2
2012,12,Undeclared,South Dakota,1
2012,12,Undeclared,Tennessee,2
2012,12,Undeclared,Texas,2
2012,12,Undeclared,Virginia,2
2012,12,Undeclared,Washington,1
2012,12,Undeclared,Wisconsin,2
2012,12,Undeclared,Wyoming,1
2012,12,Undeclared,Delaware,1
2012,12,Undeclared,Louisiana,1
2012,12,Undeclared,Utah,1
2012,12,Undeclared,Vermont,1
2013,1,Listeria,Massachusetts,2
2013,1,Listeria,New Hampshire,2
2013,1,Listeria,Alabama,1
2013,1,Listeria,Alaska,1
2013,1,Listeria,Arizona,1
2013,1,Listeria,Arkansas,1
2013,1,Listeria,California,1
2013,1,Listeria,Colorado,1
2013,1,Listeria,Connecticut,1
2013,1,Listeria,Delaware,1
2013,1,Listeria,Florida,3
2013,1,Listeria,Georgia,2
2013,1,Listeria,Hawaii,1
2013,1,Listeria,Idaho,1
2013,1,Listeria,Illinois,1
2013,1,Listeria,Indiana,2
2013,1,Listeria,Iowa,1
2013,1,Listeria,Kansas,1
2013,1,Listeria,Kentucky,1
2013,1,Listeria,Louisiana,1
2013,1,Listeria,Maine,1
2013,1,Listeria,Maryland,1
2013,1,Listeria,Mississippi,1
2013,1,Listeria,Missouri,1
2013,1,Listeria,Montana,1
2013,1,Listeria,Nebraska,1
2013,1,Listeria,Nevada,1
2013,1,Listeria,New Jersey,1
2013,1,Listeria,New Mexico,1
2013,1,Listeria,New York,1
2013,1,Listeria,North Carolina,1
2013,1,Listeria,Ohio,1
2013,1,Listeria,Oklahoma,1
2013,1,Listeria,Pennsylvania,1
2013,1,Listeria,South Carolina,1
2013,1,Listeria,Tennessee,1
2013,1,Listeria,Texas,1
2013,1,Listeria,Utah,1
2013,1,Listeria,Virginia,1
2013,1,Listeria,Washington,1
2013,1,Listeria,West Virginia,1
2013,1,Listeria,Wisconsin,1
2013,1,Others,Illinois,2
2013,1,Others,Indiana,5
2013,1,Others,Kentucky,1
2013,1,Others,Michigan,3
2013,1,Others,Missouri,2
2013,1,Others,Ohio,2
2013,1,Others,Florida,4
2013,1,Others,Minnesota,3
2013,1,Others,Pennsylvania,1
2013,1,Others,Arizona,1
2013,1,Others,California,6
2013,1,Others,Massachusetts,2
2013,1,Others,Mississippi,1
2013,1,Others,New York,3
2013,1,Others,North Carolina,2
2013,1,Others,South Carolina,2
2013,1,Others,Texas,4
2013,1,Others,Virginia,2
2013,1,Others,Washington,4
2013,1,Others,Wyoming,1
2013,1,Others,Arkansas,2
2013,1,Others,Colorado,2
2013,1,Others,Georgia,3
2013,1,Others,Nebraska,1
2013,1,Others,New Jersey,3
2013,1,Others,North Dakota,1
2013,1,Others,Tennessee,1
2013,1,Others,Utah,1
2013,1,Others,Wisconsin,2
2013,1,Others,New Hampshire,2
2013,1,Others,New Mexico,1
2013,1,Others,Oregon,2
2013,1,Others,West Virginia,1
2013,1,Others,Connecticut,1
2013,1,Others,Maine,1
2013,1,Others,Vermont,1
2013,1,Salmonella,Iowa,1
2013,1,Salmonella,Minnesota,1
2013,1,Salmonella,Missouri,1
2013,1,Salmonella,Nebraska,1
2013,1,Salmonella,Wisconsin,1
2013,1,Undeclared,Arizona,1
2013,1,Undeclared,California,2
2013,1,Undeclared,Colorado,1
2013,1,Undeclared,Florida,1
2013,1,Undeclared,Georgia,1
2013,1,Undeclared,Idaho,1
2013,1,Undeclared,Illinois,1
2013,1,Undeclared,Kentucky,1
2013,1,Undeclared,Louisiana,1
2013,1,Undeclared,Michigan,1
2013,1,Undeclared,Missouri,1
2013,1,Undeclared,Montana,1
2013,1,Undeclared,Nevada,1
2013,1,Undeclared,New Jersey,2
2013,1,Undeclared,New Mexico,1
2013,1,Undeclared,Oklahoma,1
2013,1,Undeclared,Pennsylvania,1
2013,1,Undeclared,South Dakota,1
2013,1,Undeclared,Tennessee,1
2013,1,Undeclared,Texas,2
2013,1,Undeclared,Utah,1
2013,1,Undeclared,Wisconsin,1
2013,1,Undeclared,Maryland,1
2013,1,Undeclared,Washington,1
2013,1,Undeclared,New York,1
2013,2,E-Coli,Indiana,1
2013,2,E-Coli,Kansas,1
2013,2,E-Coli,Missouri,1
2013,2,E-Coli,Wisconsin,1
2013,2,Listeria,Alabama,1
2013,2,Listeria,Florida,1
2013,2,Listeria,Georgia,1
2013,2,Listeria,Maryland,1
2013,2,Listeria,Massachusetts,1
2013,2,Listeria,New Jersey,1
2013,2,Listeria,New York,1
2013,2,Listeria,North Carolina,1
2013,2,Listeria,Pennsylvania,1
2013,2,Listeria,Tennessee,1
2013,2,Listeria,Virginia,1
2013,2,Listeria,Alaska,1
2013,2,Listeria,Idaho,1
2013,2,Listeria,Indiana,1
2013,2,Listeria,Oregon,1
2013,2,Listeria,Washington,1
2013,2,Others,Alaska,1
2013,2,Others,Arizona,2
2013,2,Others,Arkansas,1
2013,2,Others,California,3
2013,2,Others,Colorado,2
2013,2,Others,Illinois,2
2013,2,Others,Indiana,2
2013,2,Others,Iowa,2
2013,2,Others,Kansas,1
2013,2,Others,Michigan,1
2013,2,Others,Minnesota,1
2013,2,Others,Missouri,1
2013,2,Others,Nebraska,1
2013,2,Others,Nevada,2
2013,2,Others,North Carolina,1
2013,2,Others,Oregon,3
2013,2,Others,Texas,3
2013,2,Others,Utah,2
2013,2,Others,Wisconsin,1
2013,2,Others,Washington,3
2013,2,Others,Mississippi,1
2013,2,Others,Tennessee,2
2013,2,Others,Connecticut,1
2013,2,Others,Florida,1
2013,2,Others,Georgia,1
2013,2,Others,Maryland,1
2013,2,Others,New Jersey,1
2013,2,Others,Pennsylvania,1
2013,2,Others,South Carolina,1
2013,2,Others,New York,1
2013,2,Salmonella,Colorado,1
2013,2,Salmonella,Indiana,1
2013,2,Salmonella,California,2
2013,2,Undeclared,Georgia,1
2013,2,Undeclared,North Carolina,2
2013,2,Undeclared,Pennsylvania,2
2013,2,Undeclared,South Carolina,1
2013,2,Undeclared,Tennessee,1
2013,2,Undeclared,Virginia,1
2013,2,Undeclared,West Virginia,1
2013,2,Undeclared,Illinois,1
2013,2,Undeclared,Massachusetts,1
2013,2,Undeclared,New Jersey,1
2013,2,Undeclared,New York,1
2013,2,Undeclared,Indiana,1
2013,2,Undeclared,Wisconsin,1
2013,2,Undeclared,Florida,1
2013,2,Undeclared,Texas,1
2013,3,Listeria,Florida,1
2013,3,Listeria,Maryland,1
2013,3,Listeria,Illinois,1
2013,3,Listeria,Indiana,3
2013,3,Listeria,Oregon,1
2013,3,Listeria,Washington,2
2013,3,Others,Indiana,6
2013,3,Others,Washington,5
2013,3,Others,Alabama,1
2013,3,Others,California,8
2013,3,Others,Georgia,4
2013,3,Others,Illinois,4
2013,3,Others,Maryland,3
2013,3,Others,Massachusetts,1
2013,3,Others,Michigan,1
2013,3,Others,New Jersey,5
2013,3,Others,Oklahoma,1
2013,3,Others,Pennsylvania,1
2013,3,Others,South Carolina,1
2013,3,Others,Utah,1
2013,3,Others,Iowa,1
2013,3,Others,Minnesota,2
2013,3,Others,Montana,1
2013,3,Others,Nebraska,1
2013,3,Others,North Dakota,1
2013,3,Others,South Dakota,1
2013,3,Others,Wisconsin,1
2013,3,Others,Ohio,1
2013,3,Others,Nevada,2
2013,3,Others,New Mexico,2
2013,3,Others,Arizona,2
2013,3,Others,Missouri,1
2013,3,Others,Oregon,2
2013,3,Others,Texas,2
2013,3,Others,Colorado,1
2013,3,Others,Florida,1
2013,3,Others,Kentucky,1
2013,3,Others,Hawaii,2
